	location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	keywords
136	113.668221,34.799413	东风路8号院3层324室	金水区	郑州市	B0FFFZRVX6	[]	华硕(外运汇科总店)	河南省	15093065621;15838204711	购物服务;家电电子卖场;数码电子	060306	113.668221	34.799413	华硕
137	111.515368,32.544592	大坝一路安康小区门口(汉江集团一卡通营业厅对面)	丹江口市	十堰市	B02CF0444V	[]	华硕(沙陀营北路)	湖北省	[]	购物服务;家电电子卖场;数码电子	060306	111.515368	32.544592	华硕
138	116.989547,35.403848	太平东路768号(六中南十字路口东50米路南华硕电脑)	邹城市	济宁市	B0FFFCP697	[]	华硕(太平东路)	山东省	0537-3388588;0537-5266188	购物服务;家电电子卖场;数码电子	060306	116.989547	35.403848	华硕
139	121.219891,31.038176	新松江路925号开元地中海商业广场3层(人民北路口)	松江区	上海市	B0FFF85IC3	[]	华硕(松江店)	上海市	[]	购物服务;家电电子卖场;数码电子	060306	121.219891	31.038176	华硕
140	116.797319,33.961247	惠苑路与惠苑路商业街交叉口南100米	相山区	淮北市	B0FFGA316O	[]	华硕(惠苑路商业街)	安徽省	[]	购物服务;家电电子卖场;数码电子	060306	116.797319	33.961247	华硕
141	117.272174,31.844965	金寨路162号新百脑汇1楼1I07号	包河区	合肥市	B02271871A	[]	华硕(绩溪路)	安徽省	[]	购物服务;家电电子卖场;数码电子	060306	117.272174	31.844965	华硕
142	112.552382,37.855108	新建南路20号三友电器1F层	迎泽区	太原市	B0FFHIFUEB	[]	华硕(三友电器)	山西省	[]	购物服务;家电电子卖场;数码电子	060306	112.552382	37.855108	华硕
143	113.938930,22.500774	宝能太古城北区B1层NB-108	南山区	深圳市	B0FFH2YD2O	[]	华硕(智汇家宝能店)	广东省	0755-36880993;18123694689;13416366869	购物服务;家电电子卖场;数码电子	060306	113.938930	22.500774	华硕
144	114.020142,22.746430	观澜章阁澳门工业区章阁公寓B栋	龙华区	深圳市	B0FFH0YHOL	[]	华硕(科逸电脑连锁)	广东省	[]	购物服务;家电电子卖场;家电电子卖场	060300	114.020142	22.746430	华硕
145	123.427339,41.766945	三好街78号	和平区	沈阳市	B0FFG898EW	[]	华硕(三好街)	辽宁省	[]	购物服务;家电电子卖场;数码电子	060306	123.427339	41.766945	华硕
146	121.186645,31.894428	高新区解放中路202号	海门市	南通市	B0FFI8PWBB	[]	华硕(金牌店)	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	121.186645	31.894428	华硕
147	116.174208,24.652575	蕉城镇新东南路水务局对面	蕉岭县	梅州市	B02F10RLF1	[]	华硕(新东店)	广东省	0753-7879366;18718954750	购物服务;家电电子卖场;数码电子	060306	116.174208	24.652575	华硕
148	121.555172,29.867889	水景街19号	海曙区	宁波市	B0FFHFPSD4	[]	华硕(水晶街)	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	121.555172	29.867889	华硕
149	101.266844,26.626511	鲤河街102号附近	华坪县	丽江市	B0378151JF	[]	华硕(鲤河街)	云南省	[]	购物服务;家电电子卖场;数码电子	060306	101.266844	26.626511	华硕
150	114.093695,22.846831	塘厦镇林村黄金商业城J7号	东莞市	东莞市	B0FFI0KCQ0	[]	华硕(创鑫店)	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	114.093695	22.846831	华硕
151	103.858291,36.049247	东岗西路402号	城关区	兰州市	B0FFG0B007	[]	华硕(东岗西路)	甘肃省	0931-4534059	购物服务;家电电子卖场;数码电子	060306	103.858291	36.049247	华硕
152	107.989002,22.156036	民政路东50米	上思县	防城港市	B03020LX6W	[]	华硕(民政路)	广西壮族自治区	[]	购物服务;家电电子卖场;数码电子	060306	107.989002	22.156036	华硕
153	117.111657,36.189966	东岳大街78号神州大厦2层	泰山区	泰安市	B0FFF9YA6D	[]	华硕(东岳大街)	山东省	[]	购物服务;家电电子卖场;数码电子	060306	117.111657	36.189966	华硕
154	108.364247,30.815437	白岩路418号	万州区	重庆市	B0FFHT1NVT	[]	华硕(国本路)	重庆市	[]	购物服务;家电电子卖场;数码电子	060306	108.364247	30.815437	华硕
155	119.491456,32.108850	谷阳镇三山江家103号好又多超市对面华硕电脑	丹徒区	镇江市	B0FFI226M9	[]	华硕(湖山路)	江苏省	13605280296	购物服务;家电电子卖场;数码电子	060306	119.491456	32.108850	华硕
156	118.326922,35.080647	通达路159号百脑汇1楼	兰山区	临沂市	B0FFFYRY2O	[]	华硕(旗舰店)	山东省	0539-8300538	购物服务;家电电子卖场;数码电子	060306	118.326922	35.080647	华硕
157	116.206811,39.933405	北工大北街与田村路交叉口东南50米	石景山区	北京市	B0FFH18M19	[]	华硕(北工大北街)	北京市	[]	购物服务;家电电子卖场;数码电子	060306	116.206811	39.933405	华硕
158	109.945168,34.790919	南大街100号	大荔县	渭南市	B0391018XJ	[]	华硕(大荔金牌店)	陕西省	0913-3221120	购物服务;家电电子卖场;数码电子	060306	109.945168	34.790919	华硕
159	117.044153,28.239017	胜利西路	月湖区	鹰潭市	B02BD008M1	[]	华硕(建设路)	江西省	13635999099;13870108622	购物服务;家电电子卖场;数码电子	060306	117.044153	28.239017	华硕
160	106.229596,27.463926	长安街263号	金沙县	毕节市	B03590PDUD	[]	华硕(玉屏路)	贵州省	[]	购物服务;家电电子卖场;数码电子	060306	106.229596	27.463926	华硕
161	123.426910,41.765059	三好街90甲5号百脑汇1F层	和平区	沈阳市	B0FFHVIS30	[]	华硕(百脑汇)	辽宁省	[]	购物服务;家电电子卖场;数码电子	060306	123.426910	41.765059	华硕
162	102.674147,25.078079	普吉路与羊仙坡南路交叉口北50米	五华区	昆明市	B0FFHL233J	[]	华硕(盈科店)	云南省	[]	购物服务;家电电子卖场;数码电子	060306	102.674147	25.078079	华硕
163	123.428997,41.765306	文萃路1甲11号	和平区	沈阳市	B0FFIA34SQ	[]	华硕(文萃路店)	辽宁省	[]	购物服务;家电电子卖场;数码电子	060306	123.428997	41.765306	华硕
164	113.571417,37.334249	云龙街与永和路交叉口东50米	和顺县	晋中市	B01620MWG4	[]	华硕(沙巷街)	山西省	[]	购物服务;家电电子卖场;数码电子	060306	113.571417	37.334249	华硕
165	120.677307,28.011904	灰桥黎明西路东方花苑数码广场1楼	鹿城区	温州市	B0FFH7CJRW	[]	华硕(旗舰店)	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	120.677307	28.011904	华硕
166	105.290960,29.342411	交通路与石油路交叉口西50米	隆昌市	内江市	B0FFF7444C	[]	华硕(石油路)	四川省	[]	购物服务;家电电子卖场;数码电子	060306	105.290960	29.342411	华硕
167	123.171204,41.255386	跃进街道民主路113号	白塔区	辽阳市	B01A30N5XM	[]	华硕(民主路)	辽宁省	0419-2319999	购物服务;家电电子卖场;数码电子	060306	123.171204	41.255386	华硕
168	114.014282,22.732428	观光路南50米	龙华区	深圳市	B0FFHOPFCU	[]	华硕(观光路)	广东省	[]	购物服务;家电电子卖场;数码电子	060306	114.014282	22.732428	华硕
169	106.225929,29.588672	中山南路42号	璧山区	重庆市	B0FFGW0H6J	[]	华硕(中山南路)	重庆市	[]	购物服务;家电电子卖场;数码电子	060306	106.225929	29.588672	华硕
170	102.227923,31.897307	美谷街82附近	马尔康市	阿坝藏族羌族自治州	B0FFG6RYU1	[]	华硕(美谷街一段)	四川省	[]	购物服务;家电电子卖场;数码电子	060306	102.227923	31.897307	华硕
171	111.140251,37.522232	滨河南西路14-16	离石区	吕梁市	B0FFFEW0RM	[]	华硕(滨河南西路)	山西省	[]	购物服务;家电电子卖场;数码电子	060306	111.140251	37.522232	华硕
172	109.317667,34.149231	长坪路中段与蓝新路南段丁字路口	蓝田县	西安市	B0FFFA9PVY	[]	华硕(蓝田店)	陕西省	029-82759688;13709223334	购物服务;家电电子卖场;数码电子	060306	109.317667	34.149231	华硕
173	121.481441,31.264993	四川北路2115号方舟大厦内(近多伦路)	虹口区	上海市	B0FFF6Y7O9	[]	华硕(四川北路店)	上海市	[]	购物服务;家电电子卖场;数码电子	060306	121.481441	31.264993	华硕
174	114.473831,34.477209	城关镇人民路中段幸福路东口向北50米路西	通许县	开封市	B0FFFYSJ58	[]	华硕(通许总店)	河南省	[]	购物服务;家电电子卖场;数码电子	060306	114.473831	34.477209	华硕
175	113.758024,23.021412	簪花路华南建设大厦后	东莞市	东莞市	B0FFH1DZYN	[]	华硕(世博·领寓东南)	广东省	[]	购物服务;家电电子卖场;数码电子	060306	113.758024	23.021412	华硕
176	116.935692,34.726960	民政局斜对过	沛县	徐州市	B0FFIGQM8O	[]	华硕(香城路)	江苏省	0516-89632266	购物服务;家电电子卖场;数码电子	060306	116.935692	34.726960	华硕
177	106.286235,38.467085	文化东街225号	兴庆区	银川市	B0FFFFO02V	[]	华硕(文化东街)	宁夏回族自治区	[]	购物服务;家电电子卖场;数码电子	060306	106.286235	38.467085	华硕
178	116.861001,38.307566	清池南大道10号沧州信誉楼商厦B1层	运河区	沧州市	B0FFHZXZJ6	[]	华硕(沧州信誉楼商厦)	河北省	[]	购物服务;家电电子卖场;数码电子	060306	116.861001	38.307566	华硕
179	102.706077,25.057304	佰腾数码广场B座2楼2F255	五华区	昆明市	B0FFHHAW1Q	[]	华硕(云大·晟苑东南)	云南省	18788137779	购物服务;家电电子卖场;数码电子	060306	102.706077	25.057304	华硕
180	118.089945,24.468184	湖滨南路与美湖路交叉口东150米	思明区	厦门市	B0FFH1K0N4	[]	华硕(旗舰店)	福建省	[]	购物服务;家电电子卖场;数码电子	060306	118.089945	24.468184	华硕
181	102.706833,25.057038	圆通北路佰腾数码广场B座1楼	五华区	昆明市	B0FFHHU71S	[]	华硕(圆通北路)	云南省	[]	购物服务;家电电子卖场;数码电子	060306	102.706833	25.057038	华硕
182	102.707008,25.059930	一二一大街与小菜园立交桥交叉口北50米	五华区	昆明市	B0FFGI0U8V	[]	华硕(一二一大街)	云南省	13888039386	购物服务;家电电子卖场;数码电子	060306	102.707008	25.059930	华硕
183	102.705210,25.058028	圆通北路与民院路交叉口东南50米	五华区	昆明市	B0FFHHB7H1	[]	华硕(云大·晟苑西北)	云南省	[]	购物服务;家电电子卖场;数码电子	060306	102.705210	25.058028	华硕
184	106.234146,29.595895	璧渝路192号	璧山区	重庆市	B0FFIK3SKN	[]	华硕(璧渝路)	重庆市	18983711106	购物服务;家电电子卖场;数码电子	060306	106.234146	29.595895	华硕
185	126.976765,45.535720	庆云胡同10号	阿城区	哈尔滨市	B0FFG7R4VW	[]	华硕(阿城天恒二店)	黑龙江省	0451-56569399;13091898133	购物服务;家电电子卖场;数码电子	060306	126.976765	45.535720	华硕
186	114.852542,38.021580	廉州镇廉州东路76号	藁城区	石家庄市	B0FFFFNA3O	[]	华硕(廉州东路)	河北省	[]	购物服务;家电电子卖场;数码电子	060306	114.852542	38.021580	华硕
187	112.526359,32.986012	七一路569号附近	卧龙区	南阳市	B0FFIHMVH9	[]	华硕(七一路)	河南省	[]	购物服务;家电电子卖场;数码电子	060306	112.526359	32.986012	华硕
188	104.055043,30.760392	大丰镇三元大道65号	新都区	成都市	B0FFGILHPS	[]	华硕(三元大道)	四川省	[]	购物服务;家电电子卖场;数码电子	060306	104.055043	30.760392	华硕
189	113.809247,22.702856	福永镇桥头村杨候庙1巷3号	宝安区	深圳市	B0FFFR05QI	[]	华硕(塘尾西路)	广东省	13714295069;13332920100	购物服务;家电电子卖场;数码电子	060306	113.809247	22.702856	华硕
190	114.021214,22.653980	龙华人民路4231号龙华商业中心B1层	龙华区	深圳市	B0FFHVTABC	[]	华硕(龙华商业中心)	广东省	[]	购物服务;家电电子卖场;数码电子	060306	114.021214	22.653980	华硕
191	103.520565,30.589083	南街173号	大邑县	成都市	B0FFF00BJS	[]	华硕(北街)	四川省	028-88210719;028-88222216	购物服务;家电电子卖场;数码电子	060306	103.520565	30.589083	华硕
192	115.624367,33.410541	105国道东50米	太和县	阜阳市	B0FFG3E10F	[]	华硕(倪邱专卖店)	安徽省	[]	购物服务;家电电子卖场;数码电子	060306	115.624367	33.410541	华硕
193	121.698616,31.190441	川沙路5126号	浦东新区	上海市	B0FFHE56CS	[]	华硕(川沙路)	上海市	[]	购物服务;家电电子卖场;数码电子	060306	121.698616	31.190441	华硕
194	114.373363,22.745797	协成路与深汕公路交叉口东南50米	坪山区	深圳市	B0FFHYFYY0	[]	华硕(协成路)	广东省	[]	购物服务;家电电子卖场;数码电子	060306	114.373363	22.745797	华硕
195	121.294897,31.025607	车墩镇南乐路518号加工区(达丰后街)三号街-9号	松江区	上海市	B0FFFRX8YK	[]	华硕(茸江路)	上海市	15601666782;18616288917	购物服务;家电电子卖场;数码电子	060306	121.294897	31.025607	华硕
196	114.360067,30.524970	珞喻路78号长江传媒大厦1207室	洪山区	武汉市	B0FFHCQOU9	[]	华硕(君宜王朝大饭店东)	湖北省	027-87158229	购物服务;家电电子卖场;数码电子	060306	114.360067	30.524970	华硕
197	121.410323,31.357813	顾村镇顾北东路418号	宝山区	上海市	B0FFG2OFFM	[]	华硕(顾北东路)	上海市	[]	购物服务;家电电子卖场;数码电子	060306	121.410323	31.357813	华硕
198	103.816943,29.401289	锦绣竹根步行街13幢	五通桥区	乐山市	B0FFGG4JRV	[]	华硕(锦绣竹根步行街)	四川省	[]	购物服务;家电电子卖场;数码电子	060306	103.816943	29.401289	华硕
199	104.050084,30.763968	大丰崇义桥339号	新都区	成都市	B001C9526G	[]	华硕(成博小区东北)	四川省	[]	购物服务;家电电子卖场;数码电子	060306	104.050084	30.763968	华硕
200	114.856256,38.027499	东盛路9栋附近	藁城区	石家庄市	B0FFGDD6R8	[]	华硕(东盛路)	河北省	[]	购物服务;家电电子卖场;数码电子	060306	114.856256	38.027499	华硕
201	114.023469,22.637728	东龙新村东龙一路17栋	龙华区	深圳市	B0FFG6UEIN	[]	华硕(旗舰店)	广东省	15919471115	购物服务;家电电子卖场;数码电子	060306	114.023469	22.637728	华硕
202	103.810535,30.416157	太升西街54-58号	新津县	成都市	B0FFGQL71J	[]	华硕(金牌店)	四川省	[]	购物服务;家电电子卖场;数码电子	060306	103.810535	30.416157	华硕
203	104.787629,29.118928	富桥街与邓泥路交叉口西北150米	富顺县	自贡市	B0FFG6TU83	[]	华硕(邓泥路)	四川省	[]	购物服务;家电电子卖场;数码电子	060306	104.787629	29.118928	华硕
204	107.728288,31.354613	解放中路66附近北街与解放中路交叉口东南50米	宣汉县	达州市	B0FFFVTW9E	[]	华硕(衙墙街)	四川省	[]	购物服务;家电电子卖场;数码电子	060306	107.728288	31.354613	华硕
205	121.363461,28.506844	丹崖路118-120号	温岭市	台州市	B0FFG0W3HD	[]	华硕(丹崖路)	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	121.363461	28.506844	华硕
206	121.818155,29.895119	新大路1172号	北仑区	宁波市	B0FFGWMGY6	[]	华硕(新大路)	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	121.818155	29.895119	华硕
207	120.005228,30.001893	亭山西路47-3	富阳区	杭州市	B0FFF2MWSF	[]	华硕(亭山西路)	浙江省	0571-63594102;13735858908	购物服务;家电电子卖场;数码电子	060306	120.005228	30.001893	华硕
208	114.387600,35.924635	人民路北50米	汤阴县	安阳市	B0FFG32DET	[]	华硕(上亿广场东)	河南省	[]	购物服务;家电电子卖场;数码电子	060306	114.387600	35.924635	华硕
209	114.328988,38.081096	海山南大街秋实花园2号楼1层	鹿泉区	石家庄市	B0FFIHSLIC	[]	华硕(鹿泉专卖店)	河北省	13932199603	购物服务;家电电子卖场;数码电子	060306	114.328988	38.081096	华硕
210	114.016392,22.742986	观澜大水坑二村27号	龙华区	深圳市	B0FFID8TVS	[]	华硕(一号路)	广东省	18123986698	购物服务;家电电子卖场;数码电子	060306	114.016392	22.742986	华硕
211	113.744294,23.029001	胜和管理区豪岗村圹尾园10	东莞市	东莞市	B0FFFA6I06	[]	华硕(金牌店)	广东省	[]	购物服务;家电电子卖场;数码电子	060306	113.744294	23.029001	华硕
212	118.190150,33.910450	兴盛街与德圣街交叉口东南100米	宿城区	宿迁市	B0FFFWR5ZB	[]	华硕(联想)	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	118.190150	33.910450	华硕
213	107.548461,30.591213	屏锦镇锦水街广场口58号	梁平区	重庆市	B0FFF3OUTL	[]	华硕(金牌店)	重庆市	13436118691;15310528862	购物服务;家电电子卖场;数码电子	060306	107.548461	30.591213	华硕
214	107.263195,30.208144	桂溪镇人民路151号	垫江县	重庆市	B0FFF3P1QV	[]	华硕(南华街)	重庆市	13512318880	购物服务;家电电子卖场;数码电子	060306	107.263195	30.208144	华硕
215	107.410660,30.435149	渝巫路与022乡道交叉口南100米	垫江县	重庆市	B0FFF3P3O4	[]	华硕(022乡道)	重庆市	[]	购物服务;家电电子卖场;数码电子	060306	107.410660	30.435149	华硕
